RICHIESTA N° PROT;RICHIESTA ANNO PROT;RICHIESTA DATA;PROCEDIMENTO;ESITO PRATICA;CHIUSURA PRATICA DATA;CODICE VIA;CIVICO;ESPONENTE CIVICO;LOCALIZZAZIONI LISTA
523985;2023;2023-08-04;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-09-06;44650;82;;VIA PASUBIO N.  82 INTERNO 0
523988;2023;2023-08-04;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2023-10-23;52400;13;;VIA AURELIO SAFFI N.  13 INTERNO 0
633886;2023;2023-09-28;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2023-12-29;45900;;;VIA DELLA PIETRA  (Civico da definire)
715258;2023;2023-10-31;permesso di costruire telefonia mobile - non residenziale;Diniegata;2024-03-29;2900;;;VIA DELL'ARCOVEGGIO INTERNO 0  (Civico da definire)
197100;2024;2024-03-26;permesso di costruire telefonia mobile - non residenziale;Rilasciata;2024-05-14;37300;152;1;VIA GIUSEPPE MAZZINI N.  152 / 1 INTERNO 0
303726;2024;2024-05-03;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2024-07-11;33540;;;VIA PIETRO MAINOLDI INTERNO 0  (Civico da definire)  PIANO t
397101;2024;2024-06-11;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2024-08-22;31400;10;;VIA UGO LENZI N.  10 INTERNO 0
586254;2024;2024-08-30;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2024-10-30;22400;65;;VIA FERRARESE N.  65 INTERNO 0
674856;2024;2024-10-01;permesso di costruire telefonia mobile - non residenziale;Rilasciata con prescrizioni;2024-12-06;28600;13;;VIA DELLA GRADA N.  13 INTERNO 0
47463;2008;2008-02-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-07-07;21750;;;VIA DEL FAGGIOLO
48283;2008;2008-02-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-06-16;43600;10;;VIA PALLAVICINI N.  10
74846;2008;2008-04-01;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-06-03;24900;;;VIA GALEAZZA
76810;2008;2008-04-02;permesso di costruire Urbanistica;Rilasciata;2008-05-09;;;;
82644;2008;2008-04-09;permesso di costruire Urbanistica;;;21270;6;;VIA GIOVANNI ELKAN N.  6
132155;2008;2008-05-27;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-10-13;54650;56;;VIA SIEPELUNGA N.  56
128139;2008;2008-05-22;permesso di costruire Urbanistica;Rilasciata;2008-06-16;14000;11;;VIA VINCENZO CASCIAROLO N.  11
130602;2008;2008-05-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-12-22;22400;24;;VIA FERRARESE N.  24
149373;2008;2008-06-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-07-21;;;;
157636;2008;2008-06-19;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2008-10-01;2350;;;VIA SS.ANNUNZIATA  ( Civico da definire )
159297;2008;2008-06-20;permesso di costruire Urbanistica;Rinunciata;2011-01-13;11050;27;2;VIA CADRIANO N.  27 / 2
230878;2008;2008-09-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-01-22;;;;
232895;2008;2008-09-30;permesso di costruire Urbanistica;Annullata su istanza di parte;2008-09-30;14970;;;VIA SANTA CATERINA DI QUARTO  ( Civico da definire )
290704;2008;2008-12-05;permesso di costruire Urbanistica;Rinunciata;2009-04-03;30180;36;;VIA DELL'INDUSTRIA N.  36
290733;2008;2008-12-05;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-01-21;;;;
294181;2008;2008-12-11;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-03-04;17950;87;;VIA DI CORTICELLA N.  87
22430;2009;2009-02-03;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-03-04;;;;
22523;2009;2009-02-03;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-20;;;;
134410;2009;2009-05-28;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-09-27;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
75650;2009;2009-03-31;permesso di costruire Urbanistica;;;15680;;;VIA GIORGIO CENCETTI 12 - 14
76014;2009;2009-03-31;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-05-26;70;;;VIA NICOLO' DELL'ABATE
83268;2009;2009-04-08;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-02-22;17950;87;;VIA DI CORTICELLA N.  87
84563;2009;2009-04-09;permesso di costruire Urbanistica;Rilasciata;2009-07-10;;;;
94393;2009;2009-04-21;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-15;22070;24;;VIA RENATO FAVA N.  24
108906;2009;2009-05-06;permesso di costruire Urbanistica;Rilasciata;2009-07-24;22020;3;;VIA LUIGINA FASOLI N.  3
155710;2009;2009-06-18;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-07-31;62690;;;VIA GIOVANNA ZACCHERINI ALVISI  ( Civico da definire )
117605;2009;2009-05-14;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2009-07-15;55950;65;26;VIA STALINGRADO N.  65 / 26
120455;2009;2009-05-15;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-02-26;;;;
150664;2009;2009-06-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-07-08;70;;;VIA NICOLO' DELL'ABATE
194280;2009;2009-07-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-02-22;5370;10;;VIA GIORGIO BASSANI N.  10
204501;2009;2009-08-11;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-11-22;;;;
204538;2009;2009-08-11;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-01-22;;;;
229833;2009;2009-09-17;permesso di costruire Urbanistica;Rilasciata;2009-10-07;61900;49;;VIA SANTE VINCENZI N.  49
234028;2009;2009-09-22;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-03-05;;;;
259464;2009;2009-10-20;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-04-18;;;;
276963;2009;2009-11-10;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-05-27;30850;4;;VIA LARGA N.  4
298566;2009;2009-12-04;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-09-09;600;;;VIA S.AGNESE  ( Civico da definire )
20380;2010;2010-01-29;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-05-03;;;;
22718;2010;2010-02-02;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-04-26;53140;;;VIA ARMANDO SARTI  ( Civico da definire )
23635;2010;2010-02-03;permesso di costruire Urbanistica;Rilasciata;2010-07-28;53850;4;;VIA SCIPIONE DAL FERRO N.  4
25303;2010;2010-02-04;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-12-11;;;;
72366;2010;2010-03-23;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-09-07;;;;
80121;2010;2010-03-31;permesso di costruire Urbanistica;;;;;;
275101;2009;2009-11-03;permesso di costruire Urbanistica;;;57200;0;;VIA DEL TERRAPIENO N. 0
109039;2010;2010-04-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-28;;;;
119371;2010;2010-05-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2010-07-28;17950;87;;VIA DI CORTICELLA N.  87
168727;2010;2010-06-30;permesso di costruire Urbanistica;;;10030;;;VIA ELIO BRAGAGLIA  ( Civico da definire )
194813;2010;2010-07-30;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-03-09;38300;;;VIA MICHELINO
5015;2011;2011-01-12;permesso di costruire Urbanistica;;;11050;27;2;VIA CADRIANO N.  27 / 2
14222;2011;2011-01-25;permesso di costruire Urbanistica;;;;;;
108850;2011;2011-05-12;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-05-26;;;;
116466;2011;2011-05-20;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-09-04;31370;;;VIALE ILIC ULJANOV LENIN  ( Civico da definire )
163582;2011;2011-07-05;permesso di costruire Urbanistica;Rilasciata;2011-07-20;20690;30;;VIA GIUSEPPE DOSSETTI N.  30
184307;2011;2011-07-29;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-12-29;;;;
199287;2011;2011-08-29;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2011-11-18;62690;9;2a;VIA GIOVANNA ZACCHERINI ALVISI N.  9 / 2a
202834;2011;2011-09-02;permesso di costruire Urbanistica;Rilasciata;2012-12-03;21350;;;VIA EMILIA LEVANTE  ( Civico da definire )
205520;2011;2011-09-07;permesso di costruire Urbanistica;;;;;;
242913;2011;2011-10-17;permesso di costruire Urbanistica;;;;;;
13796;2012;2012-01-20;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-01-08;45100;;;VIA PERSICETANA VECCHIA
83091;2012;2012-04-05;permesso di costruire Urbanistica;;;11050;27;2;VIA CADRIANO N.  27 / 2
90922;2012;2012-04-17;permesso di costruire Urbanistica;Rilasciata;2012-05-04;;;;
93304;2012;2012-04-19;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-10-03;7370;;;VIA ENRICO BERLINGUER  ( Civico da definire )
139583;2012;2012-06-08;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-08-22;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4
138277;2012;2012-06-07;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2013-10-29;24800;1;;VIA GAIBARA N.  1
151182;2012;2012-06-21;permesso di costruire Urbanistica;;;15630;3;;VIA SERGIU CELIBIDACHE N.  3
169137;2012;2012-07-10;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2012-09-21;;;;
186979;2012;2012-08-02;permesso di costruire Urbanistica;Rilasciata;2012-11-23;;;;
237271;2012;2012-10-09;permesso di costruire Urbanistica;;;;;;
273807;2012;2012-11-21;permesso di costruire Urbanistica;Rilasciata;2013-06-24;7370;;;VIA ENRICO BERLINGUER  ( Civico da definire )
188819;2013;2013-07-25;permesso di costruire Urbanistica;Rilasciata;2015-05-25;;;;
18438;2014;2014-01-22;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-04-24;;;;
63844;2014;2014-02-28;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-04-17;58970;;;VIA TRATTATI COMUNITARI EUROPEI 1957-2007  ( Civico da definire )
112822;2014;2014-04-16;permesso di costruire Urbanistica;;;;;;
154687;2014;2014-05-26;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2014-08-12;12320;1;;VIA PAOLO CANALI N.  1
239299;2014;2014-08-25;permesso di costruire Urbanistica;Rilasciata;2014-10-06;62150;5;;VIA DELLE VITI N.  5
68766;2015;2015-03-10;permesso di costruire Urbanistica;Rilasciata con prescrizioni;2015-12-22;17950;;;VIA DI CORTICELLA INTERNO 0  ( Civico da definire )
106077;2019;2019-03-07;URB - permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2019-09-11;22750;20;;VIALE DELLA FIERA N.  20
125012;2017;2017-04-06;URB - permesso di costruire in deroga LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-10-20;22750;20;;VIALE DELLA FIERA N.  20
90772;2020;2020-02-28;URB - permesso di costruire LR 15/2013;Acquisita in ingresso;2020-11-20;19330;7;;VIA ADOLFO DE CAROLIS N.  7
266842;2019;2019-06-07;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2020-05-07;25670;;;VIA GRETA GARBO  (Civico da definire)
183404;2021;2021-04-21;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2021-12-06;6400;;;VIA BELLINZONA  (Civico da definire)
10673;2022;2022-01-11;URB - permesso di costruire LR 15/2013;;;33150;29;;VIA FERDINANDO MAGELLANO N.  29 INTERNO 0
106726;2022;2022-03-03;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-02-20;5370;;;VIA GIORGIO BASSANI  (Civico da definire) PIANO TERRA
486024;2022;2022-08-08;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-10-24;57180;;;VIA UMBERTO TERRACINI INTERNO 0  (Civico da definire)
625250;2022;2022-09-27;URB - permesso di costruire LR 15/2013;;;;;;
716771;2022;2022-11-02;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-03-24;53550;;;VIA SCANDELLARA  (Civico da definire)
103345;2023;2023-02-15;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2023-11-29;24670;;;VIA SIGMUND FREUD  (Civico da definire)
660142;2023;2023-10-05;URB - permesso di costruire LR 15/2013;Rilasciata con prescrizioni;2024-01-26;5370;;;VIA GIORGIO BASSANI  (Civico da definire)  PIANO 0
36468;2024;2024-01-19;URB - permesso di costruire LR 15/2013;;;8100;4;;VIA DELLA BEVERARA N.  4
436847;2024;2024-06-28;URB - permesso di costruire LR 15/2013;;;53550;;;VIA SCANDELLARA  (Civico da definire)
320720;2018;2018-07-27;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-10-01;7800;2;4;VIALE CARLO BERTI PICHAT N.  2 / 4  PIANO T
83093;2018;2018-02-23;URB - permesso di costruire LR 15/2013 - non residenziale;Rinunciata;2018-03-13;55950;61;;VIA STALINGRADO N.  61
294568;2018;2018-07-09;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata;2018-10-29;11050;27;2;VIA CADRIANO N.  27 / 2 INTERNO 0  PIANO T
94389;2020;2020-03-03;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-08-26;22900;12;;VIALE QUIRICO FILOPANTI N.  12 INTERNO 0
221715;2018;2018-05-28;URB - permesso di costruire LR 15/2013 - non residenziale;Concluso;2018-07-27;11050;27;2;VIA CADRIANO N.  27 / 2  PIANO T
237064;2020;2020-06-16;URB - permesso di costruire LR 15/2013 - non residenziale;Rinunciata su istanza di parte;2020-09-29;57180;;;VIA UMBERTO TERRACINI INTERNO 0  (Civico da definire)
490271;2020;2020-11-24;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2021-07-01;40360;;;VIA ATTILIO MUGGIA INTERNO 0  (Civico da definire)
82698;2016;2016-03-09;URB - permesso di costruire LR 15/2013 - non residenziale;Concluso   Esito positivo;2016-06-22;17600;;;VIA COMMENDA INTERNO 0  ( Civico da definire )
434170;2016;2016-12-30;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2017-06-06;;;;VIA GIOVANNI ELKAN  (Civico da definire) (via provvisoria)
124289;2017;2017-04-06;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2018-02-27;3200;12;;VIA DELLE ARMI N.  12
82136;2020;2020-02-24;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2020-07-17;12320;;;VIA PAOLO CANALI  (Civico da definire)
294569;2018;2018-07-09;URB - permesso di costruire LR 15/2013 - non residenziale;Efficace;2018-11-27;11050;27;2;VIA CADRIANO N.  27 / 2 INTERNO 0
541143;2021;2021-11-30;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2022-07-12;21400;81;;VIA EMILIA PONENTE N.  81 INTERNO 0
705309;2023;2023-10-26;URB - permesso di costruire LR 15/2013 - non residenziale;;;37000;6;;VIA ENRICO MATTEI N.  6 INTERNO 0
735047;2023;2023-11-06;URB - permesso di costruire LR 15/2013 - non residenziale;Rilasciata con prescrizioni;2024-03-25;600;;;VIA SANT'AGNESE  (Civico da definire)
796796;2023;2023-11-29;URB - permesso di costruire LR 15/2013 - non residenziale;;;57200;;;VIA DEL TERRAPIENO  ( Civico da definire )
87478;2021;2021-02-23;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata;2022-06-17;14300;10;;VIA CASTELDEBOLE N.  10 INTERNO 0  PIANO T
210249;2019;2019-05-07;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rinunciata su istanza di parte;2019-06-03;9830;2;;VIA GIUSEPPE BOSI N.  2 INTERNO 0  PIANO terra
3233;2021;2021-01-06;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata;2021-07-02;45100;;;VIA PERSICETANA VECCHIA  (Civico da definire)
479956;2018;2018-11-19;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Concluso   Esito positivo;2019-06-11;3200;12;;VIA DELLE ARMI N.  12 INTERNO 0
79601;2016;2016-03-07;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2016-06-29;;;;LARGA  (Civico da definire) (via provvisoria)
181615;2016;2016-05-26;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Concluso   Esito positivo;2021-11-22;600;;;VIA S.AGNESE  (Civico da definire)
190848;2016;2016-05-31;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2017-12-14;63250;;;VIA ANTONIO ZANOLINI  (Civico da definire)
200645;2016;2016-06-09;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2017-07-13;31100;;;VIA DEL LAZZARETTO INTERNO 0  (Civico da definire)  PIANO 0
203936;2016;2016-06-13;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2017-02-03;;;;Nino Bertocchi  (Civico da definire) (via provvisoria)
410821;2016;2016-12-10;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2018-05-24;;;0;Del Lazzaretto / 0  (Civico da definire) (via provvisoria)
252805;2017;2017-07-12;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2018-06-07;32050;67;;VIA LIBIA N.  67
508060;2020;2020-12-01;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2021-12-15;57180;;;VIA UMBERTO TERRACINI  (Civico da definire)
447821;2018;2018-10-30;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;27950;;;VIA PIERO GOBETTI  (Civico da definire)
465576;2021;2021-10-19;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;37000;6;;VIA ENRICO MATTEI N.  6
534604;2021;2021-11-26;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;750;121;14;VIA AGUCCHI N.  121 / 14 INTERNO 0  PIANO 0
97066;2022;2022-02-25;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;52260;;0;VIALE VITTORIO SABENA / 0  (Civico da definire)
104995;2022;2022-03-02;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2022-12-22;22400;;;VIA FERRARESE  (Civico da definire)
387582;2022;2022-06-21;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2023-10-17;57180;;;VIA UMBERTO TERRACINI  (Civico da definire)
453376;2022;2022-08-02;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2023-08-08;57180;;;VIA UMBERTO TERRACINI  (Civico da definire)
250101;2023;2023-04-11;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2023-07-04;24670;;;VIA SIGMUND FREUD  (Civico da definire)
363268;2023;2023-05-18;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2024-03-26;50570;;;VIA GIUSEPPE RIVANI  (Civico da definire)
410147;2023;2023-06-13;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;Rilasciata con prescrizioni;2024-05-07;600;;;VIA SANT'AGNESE  (Civico da definire)
505451;2023;2023-07-31;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;33150;29;;VIA FERDINANDO MAGELLANO N.  29 INTERNO 0
36895;2024;2024-01-19;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;8100;4;;VIA DELLA BEVERARA N.  4
365138;2024;2024-06-04;URB - permesso di costruire LR 15/2013 per opere di urbanizzazione;;;;;;VIA UMBERTO TERRACINI  (Civico da definire) (via provvisoria)
5512;2008;2008-01-10;permesso di costruire;Rilasciata;2008-03-13;46650;1;;VIA PO N.  1
6532;2008;2008-01-11;permesso di costruire;Rilasciata;2008-07-01;55950;154;A;VIA STALINGRADO N.  154 / A
15721;2008;2008-01-22;permesso di costruire;Rilasciata;2008-06-10;36650;43;;VIA ERNESTO MASI N.  43
24332;2008;2008-01-30;permesso di costruire;Rilasciata;2008-02-25;29800;1;2;VIA ALESSANDRO GUIDOTTI N.  1 / 2
33354;2008;2008-02-08;permesso di costruire;Rinunciata;2008-06-17;55950;15;10;VIA STALINGRADO N.  15 / 10
34474;2008;2008-02-11;permesso di costruire;Rilasciata;2008-03-19;49330;1;;VIA RAVENNA N.  1 INTERNO 22 piano 9
38597;2008;2008-02-14;permesso di costruire;Rinunciata;2009-01-16;58900;;;VIA DEL TRAGHETTO  ( Civico da definire )
38730;2008;2008-02-14;permesso di costruire;Rilasciata;2008-12-04;58900;;;VIA DEL TRAGHETTO  ( Civico da definire )
44746;2008;2008-02-21;permesso di costruire;Rilasciata;2008-07-22;50250;24;;VIA RIMESSE N.  24
46635;2008;2008-02-25;permesso di costruire;Rilasciata;2008-07-15;32150;12;2;VIA LIGURIA N.  12 / 2
51132;2008;2008-02-28;permesso di costruire;Rilasciata;2008-05-26;55500;23;3;VIA LIONELLO SPADA N.  23 / 3
66209;2008;2008-03-19;permesso di costruire;Rilasciata;2008-06-26;5650;2;2;VIA DELLA BATTAGLIA N.  2 / 2 INTERNO 15 PIANO 8° e 9°
70511;2008;2008-03-26;permesso di costruire;Rinunciata;2008-09-26;59250;6;;VIA BARTOLOMEO TRIACHINI N.  6
77161;2008;2008-04-03;permesso di costruire;Diniegata dal Settore Attività Produttive;2008-04-30;22400;126;;VIA FERRARESE N.  126  ( Civico da definire ) tra i civci 126/2 e 124/2
